Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2026-03-30,355.2799987792969,367.2900085449219,352.1400146484375,365.8599853515625,67954400
2026-03-31,371.75,373.3299865722656,361.0,361.510009765625,75534900
2026-04-01,381.260009765625,383.1400146484375,374.0799865722656,378.6300048828125,58683800
2026-04-02,360.5899963378906,370.2799987792969,359.0299987792969,364.20001220703125,83031200
2026-04-06,352.82000732421875,367.7200012207031,346.6400146484375,362.5899963378906,77697600
2026-04-07,346.6499938964844,348.0199890136719,337.239990234375,346.44000244140625,74515400
2026-04-08,343.25,364.5,339.6700134277344,363.7900085449219,78838600
2026-04-09,345.6199951171875,348.8800048828125,337.25,343.1499938964844,62164000
2026-04-10,348.95001220703125,350.3599853515625,342.739990234375,346.2900085449219,51336000
2026-04-13,352.4200134277344,356.3500061035156,348.57000732421875,350.07000732421875,53617500
2026-04-14,364.20001220703125,367.6300048828125,354.7699890136719,357.6700134277344,59979600
2026-04-15,391.95001220703125,394.6499938964844,362.5,366.8299865722656,113810400
2026-04-16,388.8999938964844,394.05999755859375,381.79998779296875,393.80999755859375,63515100
2026-04-17,400.6199951171875,409.2799987792969,391.6499938964844,395.9200134277344,90640000
2026-04-20,392.5,406.79998779296875,388.3299865722656,402.5799865722656,64603900
2026-04-21,386.4200134277344,393.95001220703125,385.2200012207031,393.0,50530600
2026-04-22,387.510009765625,393.010009765625,385.29998779296875,387.57000732421875,62362800
2026-04-23,373.7200012207031,386.0,368.3900146484375,375.2799987792969,93969500
2026-04-24,376.29998779296875,382.760009765625,370.7300109863281,373.5,62893300
2026-04-27,378.6700134277344,380.7799987792969,364.0199890136719,372.0899963378906,66735800
2026-04-28,376.0199890136719,382.2900085449219,372.5400085449219,374.67999267578125,50864400
2026-04-29,372.79998779296875,376.3999938964844,370.0400085449219,375.3999938964844,45384800
2026-04-30,381.6300048828125,384.75,368.1700134277344,372.75,51076000
2026-05-01,390.82000732421875,397.82000732421875,378.79998779296875,382.489990234375,65338300
2026-05-04,392.510009765625,394.6400146484375,384.79998779296875,390.2300109863281,48765100
2026-05-05,389.3699951171875,402.1199951171875,389.0,395.19000244140625,47780600
2026-05-06,398.7300109863281,401.67999267578125,384.0199890136719,386.25,53465400
2026-05-07,411.7900085449219,415.8299865722656,402.1199951171875,407.4800109863281,64294200
2026-05-08,428.3500061035156,431.20001220703125,416.3900146484375,416.4800109863281,65050000
2026-05-11,445.0,449.1600036621094,416.79998779296875,422.1600036621094,78376100
2026-05-12,433.45001220703125,447.79998779296875,422.260009765625,441.4100036621094,60569300
2026-05-13,445.2699890136719,453.3999938964844,430.2099914550781,436.6700134277344,68283200
2026-05-14,443.29998779296875,451.9800109863281,441.1600036621094,446.489990234375,46070400
2026-05-15,422.239990234375,434.6600036621094,422.0,433.9800109863281,52688700
2026-05-18,409.989990234375,421.1300048828125,405.3299865722656,419.2699890136719,52474200
2026-05-19,404.1099853515625,405.6300048828125,393.6300048828125,403.1600036621094,46500600
2026-05-20,417.260009765625,417.4599914550781,406.3900146484375,407.6000061035156,45294700
2026-05-21,417.8500061035156,426.95001220703125,412.8999938964844,422.17999267578125,42636900
2026-05-22,426.010009765625,431.510009765625,420.510009765625,422.6700134277344,46104700
2026-05-26,433.5899963378906,435.20001220703125,426.1199951171875,430.260009765625,45658900
2026-05-27,440.3599853515625,445.6000061035156,435.5199890136719,442.8900146484375,44656500
2026-05-28,442.1000061035156,443.9599914550781,436.29998779296875,437.6199951171875,32435000
2026-05-29,435.7900085449219,441.07000732421875,428.1400146484375,439.8500061035156,45176800
2026-06-01,415.8800048828125,429.6000061035156,415.42999267578125,427.489990234375,44937900
2026-06-02,423.739990234375,424.4200134277344,413.6499938964844,418.2200012207031,37596000
2026-06-03,423.70001220703125,433.6000061035156,416.0,418.70001220703125,44500700
2026-06-04,418.45001220703125,426.3500061035156,417.1600036621094,419.8399963378906,35323300
2026-06-05,391.0,424.67999267578125,388.5899963378906,420.5,63420200
2026-06-08,408.95001220703125,412.94000244140625,394.7200012207031,396.3299865722656,50328800
2026-06-09,396.67999267578125,418.5,384.239990234375,411.0299987792969,59940200
2026-06-10,381.5899963378906,397.0899963378906,380.1499938964844,391.5400085449219,49695600
2026-06-11,399.1499938964844,399.5400085449219,380.6600036621094,388.2799987792969,45324300
2026-06-12,406.42999267578125,406.67999267578125,386.760009765625,399.489990234375,63514500
2026-06-15,411.1499938964844,416.0,407.1000061035156,412.3699951171875,45620500
2026-06-16,404.6600036621094,412.4200134277344,400.5400085449219,404.1099853515625,40255500
2026-06-17,396.3800048828125,405.94000244140625,393.760009765625,401.5299987792969,43534300
2026-06-18,400.489990234375,402.5199890136719,384.70001220703125,398.1000061035156,58384700
2026-06-22,405.04998779296875,414.75,394.3999938964844,394.8500061035156,47819500
2026-06-23,381.6099853515625,392.8699951171875,379.05999755859375,392.6099853515625,50420200
2026-06-24,375.5299987792969,384.5799865722656,373.04998779296875,380.0799865722656,37081400
2026-06-25,375.1199951171875,379.1199951171875,371.2200012207031,375.2699890136719,30138800
2026-06-26,379.7099914550781,387.79998779296875,368.6000061035156,370.1499938964844,53434100
2026-06-29,411.8399963378906,413.2699890136719,379.29998779296875,381.7900085449219,57645800
2026-06-30,420.6000061035156,424.5400085449219,406.0,406.0,43385600
2026-07-01,425.29998779296875,432.8599853515625,418.0899963378906,421.4599914550781,40127900
2026-07-02,393.45001220703125,432.3500061035156,389.29998779296875,428.010009765625,73717700
2026-07-06,419.7699890136719,420.0,390.5,397.5,54727900
2026-07-07,402.8999938964844,419.55999755859375,401.8800048828125,416.9599914550781,38149900
2026-07-08,394.05999755859375,399.6300048828125,390.510009765625,399.3800048828125,33844900
2026-07-09,406.54998779296875,407.8599853515625,390.8599853515625,393.989990234375,37835000
2026-07-10,407.760009765625,413.1600036621094,402.80999755859375,410.489990234375,33410000
2026-07-13,394.760009765625,405.57000732421875,391.3699951171875,404.6099853515625,32809200
2026-07-14,396.17999267578125,402.2200012207031,394.760009765625,399.04998779296875,23385000
2026-07-15,394.4599914550781,406.5899963378906,390.6600036621094,399.3999938964844,31549800
2026-07-16,391.05999755859375,395.30999755859375,385.32000732421875,392.3500061035156,29269100
2026-07-17,380.8399963378906,385.69000244140625,377.2200012207031,381.7799987792969,31394600
2026-07-20,369.57000732421875,386.6099853515625,369.42999267578125,386.04998779296875,33801700
